data;origem;tipo;processo;incidente;texto;tipo_epistemico;atribuida_a;resultado;documento_id;pagina;trecho_fonte;contexto
2026-06-19;documento;decisao;Pet 15198;7473336;conclusão dos autos ao relator após o cumprimento da instauração do inquérito apartado → determinou que, cumprida a instauração do procedimento apartado, os autos tornem conclusos para apreciação;;;determinado_de_oficio;148;4;;caso
2026-06-19;portal;andamento;Pet 15198;7473336;Despacho;;;;;;;caso
2026-06-22;documento;assercao;Inq 5026;7473347;A intimação é recebida automaticamente pelo sistema, em 22/06/2026, nos termos do art. 5º, §3, da Lei 11.419/2006.;fato_processual;;;71;1;A intimação foi recebida automaticamente pelo sistema, em 22/06/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-06-22;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema em 22/06/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;147;1;A intimação foi recebida automaticamente pelo sistema, em 22/06/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-06-26;documento;assercao;Pet 15198;7473336;O despacho foi proferido em Brasília, em 26 de junho de 2026, e assinado pelo Ministro André Mendonça, relator.;fato_processual;;;146;4;Brasília, 26 de junho de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-06-26;documento;decisao;Pet 15198;7473336;autuação, pela Secretaria Judiciária, de novo procedimento na classe Inquérito (INQ) para cada um dos processos disponibilizados pela Procuradoria-Geral da República (e-doc. 984), com desentranhamento dos documentos de transmissão (e-Docs. 983 a 985) → determinou que a Secretaria Judiciária inaugure um novo procedimento para cada processo, autuando-os na classe Inquérito (INQ), com cópia dos documentos de transmissão (e-Docs. 983 a 985), a serem desentranhados do presente feito;;;determinado_de_oficio;146;4;;caso
2026-06-26;portal;andamento;Pet 15198;7473336;Despacho;;;;;;;caso
2026-06-30;documento;assercao;Pet 15556;7514886;O despacho foi proferido em Brasília, em 30 de junho de 2026.;fato_processual;;;17;2;Brasília, 30 de junho de 2026.;caso
2026-06-30;documento;decisao;Pet 15556;7514886;vista à Procuradoria-Geral da República para manifestação sobre os pedidos de substituição da monitoração eletrônica (e-doc. 149), de oitiva de Daniel Bueno Vorcaro (e-doc. 418), de revogação da prisão preventiva (e-doc. 306) e de restituição de bens apreendidos (e-docs. 425 e 433) → determinou a abertura de vista à Procuradoria-Geral da República para manifestação sobre os pedidos pendentes;;;determinado_de_oficio;17;2;;caso
2026-07-01;documento;assercao;Pet 15556;7514886;A Secretaria Judiciária faz remessa dos autos com vista ao Procurador-Geral da República, em 1º de julho de 2026.;fato_processual;;;16;1;De ordem, a Secretaria Judiciária faz remessa desses autos com vista ao Excelentíssimo Senhor Procurador-Geral da República. Brasília, 1º de julho de 2026.;caso
2026-07-01;portal;andamento;Pet 15556;7514886;Despacho — Em 30/06/2026;;;;;;;caso
2026-07-06;documento;assercao;Inq 5026;7473347;Consta como andamento a vista à PGR para fins de intimação em 06/07/2026.;fato_processual;;;69;1;Vista à PGR para fins de intimação - 06/07/2026;caso
2026-07-06;documento;assercao;Inq 5026;7473347;O despacho foi proferido em Brasília, em 6 de julho de 2026, pelo relator, Ministro André Mendonça.;fato_processual;;;70;5;Brasília, 6 de julho de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-07-06;documento;assercao;Pet 15198;7473336;O despacho foi proferido em Brasília, em 6 de julho de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;145;5;Brasília, 6 de julho de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-07-06;documento;decisao;Inq 5026;7473347;inclusão de investigado e apuração de fatos novos em face do Deputado Mario Frias (e-Doc. 822) → determinou o desentranhamento da petição e anexos (e-Docs. 823 a 827) para autuação em procedimento autônomo na classe PET, vinculado ao Inquérito em razão da conexão temática, sem apreciação do pedido;;;outro;70;4;;caso
2026-07-06;documento;decisao;Inq 5026;7473347;apuração de fatos novos e inclusão de investigado em face de Ricardo Nunes, Prefeito do Município de São Paulo à época (e-Doc. 831) → determinou o desentranhamento da petição e anexos (e-Docs. 832 a 834) para autuação em procedimento autônomo na classe PET, vinculado ao Inquérito em razão da conexão temática, sem apreciação do pedido;;;outro;70;4;;caso
2026-07-06;documento;decisao;Inq 5026;7473347;instauração de procedimentos investigatórios e reabertura de inquéritos já arquivados, por notícia-crime (e-Doc. 837) → determinou o desentranhamento da petição e anexo (e-Doc. 838) para autuação em procedimento autônomo na classe PET, vinculado ao Inquérito em razão da conexão temática, sem apreciação do pedido;;;outro;70;5;;caso
2026-07-06;documento;decisao;Inq 5026;7473347;comunicação de irregularidades identificadas no conglomerado liderado pela Entrepay Instituição de Pagamento S.A., com conexão com a Operação Compliance Zero (e-Doc. 869) → determinou o desentranhamento da petição e anexo para autuação em procedimento autônomo na classe PET, vinculado ao Inquérito em razão da conexão temática, sem apreciação do conteúdo;;;outro;70;5;;caso
2026-07-06;documento;decisao;Inq 5026;7473347;traslado de cópia da decisão a cada uma das novas PETs criadas → determinou o traslado de cópia da decisão a cada uma das novas PETs criadas;;;determinado_de_oficio;70;5;;caso
2026-07-06;documento;decisao;Inq 5026;7473347;intimação do Procurador subscrevente da informação do Banco Central (e-Doc. 869) para traslado do processo eletrônico PE nº 307103 ao novo procedimento → determinou à Secretaria Judiciária a intimação do Procurador subscrevente, no bojo da nova PET autônoma, para as providências de traslado do processo eletrônico PE nº 307103;;;determinado_de_oficio;70;5;;caso
2026-07-06;documento;decisao;Inq 5026;7473347;conclusão dos novos procedimentos para apreciação específica → determinou que, cumpridas as determinações, os novos procedimentos sejam tornados conclusos para apreciação específica;;;determinado_de_oficio;70;5;;caso
2026-07-06;documento;decisao;Pet 15198;7473336;desentranhamento da Petição nº 79635/2026 (pedido de revogação da prisão preventiva de Henrique Moura Vorcaro) e documentos que a acompanham (e-Docs. 965 a 972) para juntada na PET 15.978 → determinou o desentranhamento do pedido e documentos (e-Docs. 965 a 972) para juntada na PET 15.978, com cópia da decisão, a fim de que o pedido seja apreciado naquele feito;;;determinado_de_oficio;145;4;;caso
2026-07-06;documento;decisao;Pet 15198;7473336;abertura de vista à Procuradoria-Geral da República, na PET 15.978, para manifestação sobre o pedido de revogação da prisão preventiva → determinou que, cumprida a juntada, seja aberta vista à Procuradoria-Geral da República naquele feito para manifestação sobre o pedido;;;determinado_de_oficio;145;4;;caso
2026-07-06;portal;andamento;Inq 5026;7473347;Decisão (sigiloso) — 06/07/2026;;;;;;;caso
2026-07-07;portal;andamento;Pet 15198;7473336;"Despacho — ""(...) desentranhe-se o pedido com os documentos que o acompanham (e-Docs. 965 a 972), para sua juntada na PET 15.978, com cópia da presente decisão. 5. Cumprido o item anterior, naquele feito, abra-se vista à Procuradoria-Geral da República para manifestação sobre o pedido. Brasília, 6 de julho de 2026";;;;;;;caso
2026-07-12;documento;assercao;Pet 15556;7514886;O despacho foi assinado em Brasília, em 12 de julho de 2026, pelo Ministro André Mendonça, Relator.;fato_processual;;;15;5;Brasília, 12 de julho de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-07-12;documento;decisao;Pet 15556;7514886;"remessa dos autos à Procuradoria-Geral da República para adoção das providências cabíveis, notadamente a instauração de inquérito policial para apuração dos fatos narrados na notícia-crime em face do Senador Flávio Nantes Bolsonaro (e-doc. 392) → não decidiu o pedido; determinou o desentranhamento da petição (e-Doc. 392) e anexos (e-Docs. 393 a 397) para autuação em procedimento autônomo na classe PET, vinculada à Pet. 16.292, a ser processado em conexão com as Pets nº 16.292, 16.078, 16.063 e 16.059";;;outro;15;4;;caso
2026-07-12;documento;decisao;Pet 15556;7514886;"investigação formal pelo Supremo Tribunal Federal dos fatos narrados na notícia-crime em face do Senador Flávio Nantes Bolsonaro (e-doc. 402) → não decidiu o pedido; determinou o desentranhamento da petição (e-Doc. 402) e anexos (e-Docs. 403) para autuação em procedimento autônomo na classe PET, vinculada à Pet. 16.292, a ser processado em conexão com as Pets nº 16.292, 16.078, 16.063 e 16.059";;;outro;15;4;;caso
2026-07-12;documento;decisao;Pet 15556;7514886;translado de cópia da decisão a cada uma das novas PETs criadas → determinou o translado de cópia da decisão a cada uma das novas PETs criadas;;;determinado_de_oficio;15;4;;caso
2026-07-12;documento;decisao;Pet 15556;7514886;vista ao Ministério Público Federal, após a nova autuação separada de cada pedido, para manifestação sobre o pedido objeto das petições → determinou a abertura de vista ao Ministério Público Federal, após a nova autuação separada, para manifestação específica e fundamentada sobre o pedido objeto das petições;;;determinado_de_oficio;15;5;;caso
2026-07-13;documento;assercao;Pet 15556;7514886;Consta como andamento a vista à PGR para fins de intimação, em 13/07/2026.;fato_processual;;;14;1;- Vista à PGR para fins de intimação - 13/07/2026;caso
2026-07-13;documento;decisao;Pet 15504;7509527;prorrogação de prazo para a realização de diligências complementares para a ultimação das investigações → deferiu a prorrogação de prazo por mais 60 (sessenta) dias, com fulcro no artigo 230-C, § 1º, do RISTF;;;deferido;207;2;;caso
2026-07-13;documento;decisao;Pet 15504;7509527;remessa dos autos à Polícia Federal para continuidade das investigações → determinou a remessa dos autos à Polícia Federal para a continuidade das investigações;;;determinado_de_oficio;207;2;;caso
2026-07-13;portal;andamento;Pet 15556;7514886;"Despacho — ""(...) 6. Por isso, buscando preservar o bom andamento deste procedimento, bem como dos pedidos especificamente formulados no bojo de cada uma das petições indicadas, determino o seu desentranhamento, bem como dos documentos a elas acostados, para autuação em procedimento autônomo (na classe processual PET), a serem processados em conexão com os demais feitos que versam sobre os mesmos fatos específicos (Pets nº 16.292, 16.078, 16.063, 16.059). 7. À Secretaria Judiciária, para que promova: a) O desentranhamento da Petição encartada ao e-Doc. 392, com os respectivos anexos (e-Docs. 393 a 397), para autuação em procedimento autônomo, com a adoção da classe PET, vinculada à Pet. 16.292 em razão da conexão temática; b) O desentranhamento da Petição encartada ao e-Doc. 402, com os respectivos anexos (e-Docs. 403), para autuação em procedimento autônomo, com a adoção da classe PET, vinculada à Pet. 16.292 em razão da conexão temática. 8. Translade-se cópia da presente decisão a cada uma das novas PETs criadas. (...).""";;;;;;;caso
2026-07-14;documento;assercao;Pet 15504;7509527;"Consta o andamento ""Vista à PGR para fins de intimação"", registrado em 14/07/2026.";fato_processual;;;206;1;Vista à PGR para fins de intimação - 14/07/2026;caso
2026-07-14;portal;andamento;Pet 15504;7509527;Despacho;;;;;;;caso
2026-07-16;documento;assercao;Inq 5026;7473347;A intimação foi recebida automaticamente pelo sistema em 16/07/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;69;1;A intimação foi recebida automaticamente pelo sistema, em 16/07/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-07-20;documento;assercao;Pet 15198;7473336;A decisão é datada de Brasília, 20 de julho de 2026, e assinada pelo Ministro André Mendonça, Relator.;fato_processual;;;144;13;Brasília, 20 de julho de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-07-20;documento;decisao;Pet 15198;7473336;restituição dos seis veículos automotores apreendidos na residência de Henrique Moura Vorcaro em cumprimento de mandado de busca e apreensão em 14/01/2026 → acolheu o parecer da Procuradoria-Geral da República e indeferiu o pedido de liberação total dos bens constritos, mantendo hígidas e integrais as medidas assecuratórias anteriormente decretadas;;;indeferido;144;13;;caso
2026-07-20;documento;decisao;Pet 15198;7473336;pedido subsidiário de devolução da posse dos veículos apreendidos mediante nomeação de Henrique Moura Vorcaro como fiel depositário → rechaçou a pretensão de nomeação do próprio investigado como depositário judicial dos bens apreendidos;;;indeferido;144;12;;caso
2026-07-20;documento;decisao;Pet 15198;7473336;restituição dos dois veículos apreendidos na residência de Thiago Assumpção Henriques em cumprimento de mandado de busca e apreensão em 14/01/2026 → acolheu o parecer da Procuradoria-Geral da República e indeferiu o pedido de liberação total dos bens constritos, mantendo hígidas e integrais as medidas assecuratórias anteriormente decretadas;;;indeferido;144;13;;caso
2026-07-20;documento;decisao;Pet 15198;7473336;restituição da posse dos dois veículos apreendidos a Thiago Assumpção Henriques na condição de fiel depositário → rechaçou a pretensão de nomeação do próprio investigado como depositário judicial dos bens apreendidos;;;indeferido;144;12;;caso
2026-07-20;documento;decisao;Pet 15198;7473336;acesso aos autos pela defesa de Henrique Moura Vorcaro → reiterou a concessão de acesso aos autos aos patronos de Henrique Moura Vorcaro;;;outro;144;13;;caso
2026-07-20;documento;decisao;Pet 15198;7473336;habilitação e acesso da defesa de Thiago Assumpção Henriques aos elementos já documentados nos autos → reiterou a concessão de acesso aos autos aos patronos de Thiago Assumpção Henriques;;;outro;144;13;;caso
2026-07-20;portal;andamento;Pet 16440;7649959;Autuado;;;;;;;caso
2026-07-20;portal;andamento;Pet 16441;7649960;Autuado;;;;;;;caso
2026-07-21;documento;assercao;Pet 15198;7473336;Consta como andamento a vista à PGR para fins de intimação em 21/07/2026.;fato_processual;;;141;1;Vista à PGR para fins de intimação - 21/07/2026;caso
2026-07-21;portal;andamento;Pet 15198;7473336;Decisão (sigiloso);;;;;;;caso
2026-07-22;documento;assercao;Pet 15198;7473336;O despacho foi proferido em Brasília, em 22 de julho de 2026, e assinado pelo Ministro André Mendonça, relator.;fato_processual;;;143;4;Brasília, 22 de julho de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-07-22;documento;assercao;Pet 15499;7509111;Consta como andamento a vista à PGR para fins de intimação em 22/07/2026.;fato_processual;;;192;1;Vista à PGR para fins de intimação - 22/07/2026;caso
2026-07-22;documento;assercao;Pet 15499;7509111;A Secretaria Judiciária informa que os autos foram disponibilizados à autoridade policial, em 22 de julho de 2026.;fato_processual;;;193;1;A Secretaria Judiciária informa que, nesta data, os autos foram disponibilizados à autoridade policial. Brasília, 22 de julho de 2026.;caso
2026-07-22;documento;decisao;Pet 15198;7473336;vista à Procuradoria-Geral da República para manifestação sobre o pedido formulado por VICENTE CONTE NETO (e-doc. 1010) → determinou a abertura de vista à Procuradoria-Geral da República para manifestação sobre o pedido de VICENTE CONTE NETO;;;determinado_de_oficio;143;4;;caso
2026-07-22;documento;decisao;Pet 15499;7509111;prorrogação de prazo para a realização de diligências complementares nas investigações (e-Doc. 44) → deferiu a prorrogação de prazo por mais 60 (sessenta) dias, com fulcro no artigo 230-C, § 1º, do RISTF, e determinou a remessa dos autos à Polícia Federal para a continuidade das investigações;;;deferido;194;1;;caso
2026-07-22;portal;andamento;Pet 15198;7473336;"Despacho — ""(...) Abra-se vista à Procuradoria-Geral da República, para manifestação sobre o pedido formulado por VICENTE CONTE NETO (e doc. 1010). Brasília, 22 de julho de 2026.""";;;;;;;caso
2026-07-22;portal;andamento;Pet 15499;7509111;"Decisão (sigiloso) — ""1. A autoridade policial requer a prorrogação de prazo para a realização de diligências complementares que reputa imprescindíveis para a ultimação das investigações (e-Doc. 44). 2. Com fulcro no artigo 230-C, § 1º, do RISTF defiro a prorrogação de prazo, por mais 60 (sessenta) dias. 3. Remetam-se os autos à Polícia Federal para a continuidade das investigações. Brasília, 22 de julho de 2026.""";;;;;;;caso
2026-07-22;portal;andamento;Pet 16440;7649959;Distribuído por prevenção;;;;;;;caso
2026-07-22;portal;andamento;Pet 16441;7649960;Distribuído por prevenção;;;;;;;caso
2026-07-23;documento;assercao;Pet 15556;7514886;A decisão foi proferida em Brasília, em 23 de julho de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;12;5;Brasília, 23 de julho de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-07-23;documento;assercao;Pet 15556;7514886;A intimação foi recebida automaticamente pelo sistema, em 23/07/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;fato_processual;;;14;1;A intimação foi recebida automaticamente pelo sistema, em 23/07/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-07-23;documento;decisao;Pet 15556;7514886;autorização para que o contato de Fabiano Campos Zettel com seus procuradores seja feito em sala reservada → acolheu o parecer da Procuradoria-Geral da República e indeferiu o pedido de atendimento em sala reservada;;;indeferido;12;4;;caso
2026-07-23;documento;decisao;Pet 15556;7514886;autorização para que o estabelecimento prisional permita a entrada de aparelho televisor na cela de Fabiano Campos Zettel → acolheu o parecer da Procuradoria-Geral da República e indeferiu o pedido de entrada de aparelho de televisão;;;indeferido;12;4;;caso
2026-07-24;documento;assercao;Pet 15556;7514886;A decisão foi assinada em Brasília, em 24 de julho de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;11;6;Brasília, 24 de julho de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-07-24;documento;assercao;Pet 15556;7514886;A decisão foi proferida em Brasília, em 24 de julho de 2026, pelo Ministro ANDRÉ MENDONÇA.;fato_processual;;;13;10;Brasília, 24 de julho de 2026. Ministro ANDRÉ MENDONÇA;caso
2026-07-24;documento;assercao;Pet 15504;7509527;A intimação foi recebida automaticamente pelo sistema em 24/07/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;fato_processual;;;206;1;A intimação foi recebida automaticamente pelo sistema, em 24/07/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-07-24;documento;decisao;Pet 15556;7514886;compartilhamento de elementos informativos constantes de processos judiciais relacionados à Operação Compliance Zero, para instrução de investigações preliminares, sindicâncias patrimoniais e eventual instauração de PAR e PAD → deferiu o pedido formulado no Ofício nº 3848/2026/SIPRI/CGU e determinou o compartilhamento dos elementos informativos que guardem pertinência com os fatos e pessoas constantes dos processos judiciais relacionados à Operação Compliance Zero;;;deferido;11;5;;caso
2026-07-24;documento;decisao;Pet 15556;7514886;juntada do Ofício referido na decisão e adoção das providências cabíveis, inclusive quanto à forma segura de disponibilização dos dados → determinou à Secretaria Judiciária a juntada do Ofício e a adoção das providências cabíveis, inclusive quanto à forma segura de disponibilização dos dados;;;determinado_de_oficio;11;6;;caso
2026-07-24;documento;decisao;Pet 15556;7514886;ciência da decisão à Procuradoria-Geral da República → determinou que se dê ciência à Procuradoria-Geral da República;;;determinado_de_oficio;11;6;;caso
2026-07-24;documento;decisao;Pet 15556;7514886;autorização para oitiva do investigado DANIEL BUENO VORCARO, com fixação de data e local, para instrução dos Inquéritos Administrativos nº 19957.005195/2025-70, 19957.010013/2025-82 e 19957.012897/2025-18 em curso perante a CVM → deferiu o pedido e autorizou a realização da oitiva do investigado, presencialmente ou por videoconferência, em data e horário a serem fixados consensualmente entre a CVM e a administração da unidade prisional, com ciência da defesa técnica;;;deferido;13;8;;caso
2026-07-24;documento;decisao;Pet 15556;7514886;fixação da forma de realização da oitiva, preferencialmente presencial nas dependências do estabelecimento prisional, subsidiariamente por videoconferência → autorizou a oitiva presencialmente ou por videoconferência e determinou que, na hipótese de depoimento presencial, o ato seja realizado nas dependências do estabelecimento prisional, em sala reservada, dispensado o deslocamento do depoente;;;deferido;13;9;;caso
2026-07-24;documento;decisao;Pet 15556;7514886;prévia intimação da defesa técnica do investigado para acompanhamento da oitiva → determinou a prévia intimação da defesa técnica do investigado da data designada;;;deferido;13;9;;caso
2026-07-24;documento;decisao;Pet 15556;7514886;expedição de ofício ao estabelecimento prisional em que está custodiado o investigado DANIEL VORCARO → determinou à Secretaria do Tribunal que expeça ofício ao estabelecimento prisional comunicando a necessidade de realização do ato e requerendo cooperação para disponibilização de sala reservada e condições logísticas;;;determinado_de_oficio;13;9;;caso
2026-07-24;documento;decisao;Pet 15556;7514886;intimação da requerente, das defesas constituídas, da Polícia Federal e do local de custódia, com remessa de cópia integral da decisão → determinou a intimação da parte requerente, das defesas constituídas, da Polícia Federal e do local de custódia para as providências necessárias ao depoimento;;;determinado_de_oficio;13;10;;caso
2026-07-24;documento;decisao;Pet 15556;7514886;vista à Procuradoria-Geral da República após o cumprimento das determinações → determinou a abertura de vista à Procuradoria-Geral da República após cumpridas as determinações;;;determinado_de_oficio;13;10;;caso
2026-07-24;portal;andamento;Pet 15556;7514886;"Decisão (sigiloso) — ""(...) 10. Ante o exposto, acolho o parecer da Procuradoria-Geral da República para indeferir os pedidos formulados por Fabiano Campos Zettel (Petição nº 41003/2026, e-Doc. 287). Brasília, 23 de julho de 2026.""";;;;;;;caso
2026-07-24;portal;andamento;Pet 15556;7514886;"Decisão (sigiloso) — ""(...) 18. Ante o exposto, defiro o pedido formulado pela CVM para: (i) autorizar a realização de oitiva do investigado, presencialmente ou por meio de vídeo conferência, DANIEL BUENO VORCARO, no bojo dos Inquéritos Administrativos nº 19957.005195/2025-70, 19957.010013/2025-82 e 19957.012897/2025-18, todos em curso perante a CVM, que deverá se realizar em data e horário a serem fixados consensualmente, a partir de tratativa previamente estabelecidas entre a CVM e a administração da unidade prisional, com ciência da defesa técnica do investigado, preferencialmente nos meses de agosto ou setembro de 2026, nos termos solicitados pela requerente (Ofício nº 00004/2026/GJU-4/PFECVM/PGF/AGU); (ii) determinar, na hipótese de opção ser pelo depoimento presencial, que o ato seja realizado nas dependências do estabelecimento prisional em que se encontra o investigado, em sala reservada, com garantia de sigilo das declarações, dispensando-se o deslocamento do depoente; (iii) determinar a prévia intimação da defesa técnica do investigado da data designada, em observância ao art. 7º, incisos XIV e XXI, da Lei nº 8.906/1994 (Estatuto da OAB); (iv) determinar à Secretaria deste Tribunal que expeça ofício ao estabelecimento em que está custodiado o investigado DANIEL VORCARO, comunicando a necessidade de realização do ato e requerendo a cooperação da administração prisional para disponibilização de sala reservada e condições logísticas adequadas; (v) assegurar ao investigado, em qualquer hipótese, o direito ao silêncio (total ou parcial), à não autoincriminação e ao pleno exercício da autodefesa; 19. O depoimento deverá ser realizado em sala reservada, a ser disponibilizada pela administração da unidade prisional, com garantia de sigilo das declarações prestadas, ao princípio da inviolabilidade das comunicações no âmbito de processo investigativo e à necessidade de preservação da eficácia das diligências em andamento. O dia e horário do depoimento serão ajustados diretamente entre a CVM e o estabelecimento em que o preso se encontra custodiado, com ciência da defesa técnica do investigado. 20. A divulgação do teor da oitiva somente poderá ocorrer nos limites e na forma estabelecidos mediante autorização deste relator, cujo sigilo se impõe com redobrada intensidade, dada a magnitude e a delicadeza das investigações em curso. 21. Intime-se a parte requerente, com remessa de cópia integral desta decisão, as defesas constituídas, a Polícia Federal e o local de custódia em que o investigado se encontra custodiado, para que sejam adotadas as providências necessárias ao depoimento do investigado perante a Comissão de Valores Mobiliários. 22. Cumpridas as determinações acima, abra-se vista à Procuradoria-Geral da República. 23. Intimem-se e adotem-se as providências determinadas. Brasília, 24 de julho de 2026.""";;;;;;;caso
2026-07-27;documento;assercao;Pet 15556;7514886;Houve vista à PGR para fins de intimação em 27/07/2026.;fato_processual;;;8;1;Vista à PGR para fins de intimação - 27/07/2026;caso
2026-07-27;documento;decisao;Pet 15556;7514886;vista à autoridade policial para manifestação sobre a viabilidade do pedido de espelhamento de dispositivos eletrônicos apreendidos de Paulo Sérgio Neves de Souza (e-doc. 474) → determinou a abertura de vista à autoridade policial para manifestação sobre a viabilidade do pedido de espelhamento de dispositivos eletrônicos apreendidos;;;determinado_de_oficio;10;2;;caso
2026-07-27;documento;decisao;Pet 15556;7514886;vista ao Ministério Público Federal após a manifestação policial → determinou vista ao Ministério Público Federal após a vinda da manifestação policial;;;determinado_de_oficio;10;2;;caso
2026-07-27;portal;andamento;Pet 15556;7514886;Decisão (sigiloso) — Em 24/07/2026;;;;;;;caso
2026-07-28;documento;assercao;Pet 15556;7514886;A Secretaria Judiciária informou que os autos foram disponibilizados à autoridade policial, em 28 de julho de 2026.;fato_processual;;;9;1;A Secretaria Judiciária informa que, nesta data, os autos foram disponibilizados à autoridade policial. Brasília, 28 de julho de 2026.;caso
2026-07-28;portal;andamento;Pet 15556;7514886;"Despacho — ""(...) 1. Abra-se vista à autoridade policial para manifestação sobre a viabilidade do pedido de espelhamento de dispositivos eletrônicos apreendidos de Paulo Sérgio Neves de Souza (e-doc. 474). 2. Com a vinda da manifestação policial, dê-se vista ao Ministério Público Federal. Brasília, 27 de julho de 2026.""";;;;;;;caso
2026-07-31;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema em 31/07/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;141;1;A intimação foi recebida automaticamente pelo sistema, em 31/07/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-08-03;documento;assercao;Pet 15499;7509111;A intimação foi recebida automaticamente pelo sistema em 03/08/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;192;1;A intimação foi recebida automaticamente pelo sistema, em 03/08/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-08-05;documento;assercao;Pet 15198;7473336;Houve vista à PGR para fins de intimação em 05/08/2026.;fato_processual;;;136;1;Vista à PGR para fins de intimação - 05/08/2026;caso
2026-08-05;documento;assercao;Pet 15198;7473336;"É registrado nos autos o andamento ""Vista à PGR para fins de intimação"", datado de 05/08/2026.";fato_processual;;;137;1;Vista à PGR para fins de intimação - 05/08/2026;caso
2026-08-05;documento;assercao;Pet 15198;7473336;A decisão foi proferida em Brasília, em 5 de agosto de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;139;5;Brasília, 5 de agosto de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-08-05;documento;assercao;Pet 15198;7473336;A decisão é datada de Brasília, 5 de agosto de 2026, e assinada pelo relator, Ministro André Mendonça.;fato_processual;;;140;5;Brasília, 5 de agosto de 2026.;caso
2026-08-05;documento;decisao;Pet 15198;7473336;"restituição do veículo I/Toyota Hilux SWSRXA4RD, placa SWJ7G45, apreendido nos autos → não decidiu o pedido; considerou a matéria estranha aos limites do feito e determinou o desentranhamento da petição e dos documentos (e-Docs. 997 a 1003) para autuação em apartado, como PET autônoma";;;outro;139;5;;caso
2026-08-05;documento;decisao;Pet 15198;7473336;"nomeação da requerente como depositária fiel do veículo, em caráter subsidiário → não decidiu o pedido; determinou o desentranhamento da petição para autuação em apartado, como PET autônoma";;;outro;139;5;;caso
2026-08-05;documento;decisao;Pet 15198;7473336;vista ao Ministério Público Federal sobre o pedido da petição, após a nova autuação → determinou que, procedida a nova autuação, se abra vista ao Ministério Público Federal para manifestação específica e fundamentada sobre o pedido;;;determinado_de_oficio;139;5;;caso
2026-08-05;documento;decisao;Pet 15198;7473336;"restituição dos veículos PORSCHE PANAMERA, placa RTY1A00, e PORSCHE MACAN, placa RTK9H99, apreendidos no âmbito da PET (e-Doc. 990) → não decidiu o pedido nestes autos; anotou que a matéria configura objeto estranho aos limites do feito e determinou o desentranhamento da petição e dos documentos (e-Docs. 990 a 996, Petição nº 86153/2026) para autuação em apartado, como PET autônoma";;;outro;140;5;;caso
2026-08-05;documento;decisao;Pet 15198;7473336;"subsidiariamente, posse direta dos veículos na condição de fiel depositário → não decidiu o pedido nestes autos; determinou o desentranhamento da petição e dos documentos para autuação em apartado, como PET autônoma";;;outro;140;5;;caso
2026-08-05;documento;decisao;Pet 15198;7473336;vista ao Ministério Público Federal, após a nova autuação, para manifestação sobre o pedido da Petição → determinou que, procedida a nova autuação, se abra vista ao Ministério Público Federal para manifestação específica e fundamentada sobre o pedido;;;determinado_de_oficio;140;5;;caso
2026-08-05;portal;andamento;Pet 15198;7473336;Decisão (sigiloso);;;;;;;caso
2026-08-05;portal;andamento;Pet 15198;7473336;Decisão (sigiloso);;;;;;;caso
2026-08-06;documento;assercao;Pet 15556;7514886;A intimação foi recebida automaticamente pelo sistema, em 06/08/2026.;fato_processual;;;8;1;A intimação foi recebida automaticamente pelo sistema, em 06/08/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-08-14;documento;decisao;Pet 15556;7514886;vista à Procuradoria-Geral da República para manifestação sobre o pedido formulado por FABIANO CAMPOS ZETTEL (e-doc. 506) → determinou a abertura de vista à Procuradoria-Geral da República para manifestação sobre o pedido formulado por FABIANO CAMPOS ZETTEL (e-doc. 506);;;determinado_de_oficio;6;2;;caso
